dpc_id,source_serial_no,region,taluk,village,opening_date,closing_date,status,latitude,longitude,source_snapshot,source_authority
TNCSC-KMS2025-26-0868,868,Madurai,Madurai North,Velichanatham Va,2025-11-01,2025-11-27,Closed,9.973470,78.125400,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0869,869,Madurai,Madurai North,Virapandi Va,2026-03-23,2026-05-07,Closed,10.000661,78.135420,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0870,870,Madurai,Madurai South,Panaiyur Va,2026-02-04,2026-02-27,Closed,9.932331,78.131831,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0871,871,Madurai,Madurai West,Melamathur Va,2026-02-23,2026-05-16,Closed,9.976645,78.017651,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0872,872,Madurai,Madurai West,Vilacheri Va,2026-04-02,2026-05-06,Closed,9.895397,78.061223,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0873,873,Madurai,Melur,A Vallalapatti Va,2026-02-11,2026-03-29,Closed,10.050008,78.043906,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0874,874,Madurai,Melur,Ambalakaranpatti Va,2026-02-20,2026-04-27,Closed,9.865660,78.022243,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0875,875,Madurai,Melur,Amoor Va,2026-02-04,2026-03-10,Closed,9.945800,78.263200,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0876,876,Madurai,Melur,Arasappanpatti Va,2026-02-12,2026-05-09,Closed,9.962950,78.346813,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0877,877,Madurai,Melur,Arittapatti Va,2026-02-02,2026-03-26,Closed,10.046430,78.285875,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0878,878,Madurai,Melur,Attappatti Va,2026-02-14,2026-04-22,Closed,10.078043,78.395686,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0879,879,Madurai,Melur,Chennakarampattiva,2026-01-29,2026-04-11,Closed,10.084545,78.315795,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0880,880,Madurai,Melur,E Malampatti Va,2026-02-09,,Open,10.033250,78.310900,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0881,881,Madurai,Melur,Ettimangalm Va,2026-02-06,2026-04-20,Closed,10.064983,78.318090,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0882,882,Madurai,Melur,Kallampatti Va,2026-01-27,2026-04-27,Closed,10.023118,78.310230,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0883,883,Madurai,Melur,Katchirayanpatti Va,2026-02-11,,Open,10.100120,78.354196,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0884,884,Madurai,Melur,Keelaiyur Va,2026-02-10,2026-04-28,Closed,10.063286,78.384511,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0885,885,Madurai,Melur,Keelavalavu Va,2026-01-31,,Open,10.061807,78.407403,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0886,886,Madurai,Melur,Kidaripatti Va,2026-02-06,2026-04-10,Closed,9.922163,77.877620,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0887,887,Madurai,Melur,Kongampatti Va,2026-01-31,2026-03-13,Closed,10.033250,78.310900,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0888,888,Madurai,Melur,Kottakudi Va,2026-02-03,2026-05-03,Closed,9.974978,78.344045,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0889,889,Madurai,Melur,Kurichipatti Va,2026-02-12,2026-04-26,Closed,9.981682,78.430345,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0890,890,Madurai,Melur,Maruthur Va,2026-02-03,2026-03-05,Closed,9.972475,78.260556,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0891,891,Madurai,Melur,Melavalavu Va,2026-02-13,2026-05-07,Closed,9.993603,78.012240,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0892,892,Madurai,Melur,Narasingampatti Va,2025-11-05,2026-04-19,Closed,10.001867,78.265798,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0893,893,Madurai,Melur,Pathinettankudi Va,2026-01-28,2026-04-13,Closed,10.027692,78.024410,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0894,894,Madurai,Melur,Perumalpatti Va,2026-01-29,2026-02-27,Closed,10.005348,78.240020,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0895,895,Madurai,Melur,Puthuchukkampattiva,2026-01-23,2026-04-20,Closed,10.047382,78.337802,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0896,896,Madurai,Melur,Soorakundu Va,2026-01-23,2026-05-07,Closed,10.020757,78.307936,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0897,897,Madurai,Melur,Thaniyamangalam Va,2026-02-02,2026-04-11,Closed,10.032363,78.395732,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0898,898,Madurai,Melur,Therkutheru Va,2026-02-04,2026-03-21,Closed,10.006170,78.283460,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0899,899,Madurai,Melur,Thiruvathavur Va,2026-02-13,2026-05-14,Closed,9.985612,78.241617,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0900,900,Madurai,Melur,Thumbaipatti Va,2026-02-13,2026-05-04,Closed,10.090982,78.357578,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0901,901,Madurai,Melur,Uranganpatti Va,2026-02-03,2026-04-16,Closed,10.000178,78.430983,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0902,902,Madurai,Melur,Vellalur Va,2026-02-06,2026-04-26,Closed,9.998673,78.408225,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0903,903,Madurai,Melur,Veppadappu Va,2026-02-03,2026-03-20,Closed,9.916564,78.302293,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0904,904,Madurai,Peraiyur,Kalappanpatti Va,2026-02-10,2026-05-05,Closed,9.854100,77.853900,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0905,905,Madurai,Peraiyur,Mallapuram Va,2026-04-08,2026-05-11,Closed,9.830322,77.672664,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0906,906,Madurai,Peraiyur,Perungamanallur Va,2026-01-24,2026-05-07,Closed,9.868771,77.820467,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0907,907,Madurai,Peraiyur,Sedapatti Va,2026-02-28,2026-04-29,Closed,9.849206,77.809744,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0908,908,Madurai,Thirupparankundram,Nilayur Va,2026-05-27,2026-05-30,Closed,9.860500,78.062108,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0909,909,Madurai,Thirupparankundram,Nilayur1 Va,2026-05-24,2026-05-30,Closed,9.863667,78.054892,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0910,910,Madurai,Tirumangalam,A Kokkulam Va,2026-02-23,2026-04-07,Closed,9.942024,77.965205,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0911,911,Madurai,Tirumangalam,Alagusirai Va,2026-02-24,2026-04-22,Closed,9.932410,78.131843,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0912,912,Madurai,Tirumangalam,Chiththalai Va,2026-01-28,2026-03-17,Closed,9.860533,77.948276,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0913,913,Madurai,Tirumangalam,Kangeyanatham Va,2026-01-28,2026-04-03,Closed,9.876375,77.888144,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0914,914,Madurai,Tirumangalam,Ponnamangalam Va,2026-04-13,2026-05-07,Closed,9.894046,77.930038,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0915,915,Madurai,Tirumangalam,Vagaikulam Vaa,2026-03-03,2026-05-07,Closed,9.903963,77.896127,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0916,916,Madurai,Usilampatti,A Aundipatti Va,2026-01-30,2026-07-12,Closed,9.984708,77.890023,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0917,917,Madurai,Usilampatti,A D Colony Va,2026-02-22,2026-04-27,Closed,9.944484,77.895241,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0918,918,Madurai,Usilampatti,A Pudupatti Va,2026-02-20,2026-05-04,Closed,10.828701,78.378018,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0919,919,Madurai,Usilampatti,Aanaiyur Va,2026-02-06,2026-03-19,Closed,9.965666,77.840493,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0920,920,Madurai,Usilampatti,Allikundam Va,2026-02-02,2026-03-28,Closed,9.891070,77.797926,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0921,921,Madurai,Usilampatti,Ambadaiyanpatti Va,2026-02-18,2026-04-19,Closed,9.970394,78.400821,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0922,922,Madurai,Usilampatti,Ariyapatti Va,2026-01-27,,Open,9.968738,77.863083,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0923,923,Madurai,Usilampatti,Ariyapatti Vilakku Va,2026-02-03,,Open,9.949536,77.864776,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0924,924,Madurai,Usilampatti,Ayyanarkulam Va,2026-02-13,2026-03-30,Closed,9.993800,77.878100,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0925,925,Madurai,Usilampatti,Chellampatti Va,2026-02-10,2026-07-11,Closed,9.943192,77.898776,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0926,926,Madurai,Usilampatti,Dhathampatti Va,2026-02-13,2026-03-24,Closed,10.075318,77.967979,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0927,927,Madurai,Usilampatti,Jothimanickam Va,2026-02-06,,Open,9.959244,77.908746,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0928,928,Madurai,Usilampatti,K Pothampatti Va,2026-03-13,2026-04-04,Closed,9.941599,77.791905,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0929,929,Madurai,Usilampatti,Kalpulichanpatti Va,2025-10-28,2025-11-15,Closed,9.998011,77.921421,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0930,930,Madurai,Usilampatti,Kannanur Va,2026-02-19,2026-03-29,Closed,9.952032,77.951906,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0931,931,Madurai,Usilampatti,Karuppillai,2026-06-30,,Open,9.968473,77.913305,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0932,932,Madurai,Usilampatti,Kattakaruppanpatti Va,2026-01-30,2026-03-28,Closed,9.961267,77.851693,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0933,933,Madurai,Usilampatti,Keelapatti Va,2026-02-16,2026-03-14,Closed,9.981448,77.937432,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0934,934,Madurai,Usilampatti,Keeripatti Va,2026-02-24,2026-03-21,Closed,9.993264,77.813333,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0935,935,Madurai,Usilampatti,Kodikulam Va,2026-02-21,,Open,9.939788,78.104678,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0936,936,Madurai,Usilampatti,Kovilangulam Va,2026-01-30,,Open,9.942481,77.920460,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0937,937,Madurai,Usilampatti,Kuravakudi Va,2026-06-17,2026-07-09,Closed,9.981143,77.868937,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0938,938,Madurai,Usilampatti,Manalpatti Va,2026-02-03,2026-03-16,Closed,10.027000,77.882000,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0939,939,Madurai,Usilampatti,Munduvelampatti Va,2026-02-13,2026-03-31,Closed,9.927808,77.898385,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0940,940,Madurai,Usilampatti,Muthalaikulam Va,2025-11-14,2026-03-27,Closed,9.944598,77.895601,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0941,941,Madurai,Usilampatti,N Ayyampatti Va,2026-02-02,2026-03-25,Closed,9.945906,77.886869,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0942,942,Madurai,Usilampatti,Nadumuthalaikulam Va,2026-02-13,2026-05-05,Closed,9.978000,77.930500,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0943,943,Madurai,Usilampatti,Nallaperumalpatti Va,2026-01-27,2026-03-25,Closed,9.915109,77.855572,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0944,944,Madurai,Usilampatti,Nariyampatti Va,2026-02-06,2026-03-28,Closed,10.009871,77.897466,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0945,945,Madurai,Usilampatti,Nattapatti Va,2026-01-23,2026-02-27,Closed,10.028539,78.177500,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0946,946,Madurai,Usilampatti,Nattarmangalam Va,2026-02-12,,Open,9.936758,77.881436,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0947,947,Madurai,Usilampatti,Poduvarpatti Va,2026-02-02,2026-04-21,Closed,9.994600,77.873900,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0948,948,Madurai,Usilampatti,Poochampatti Va,2026-01-28,2026-03-24,Closed,9.917865,77.948228,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0949,949,Madurai,Usilampatti,Poruppumettupatti Va,2026-01-24,,Open,9.906337,77.878453,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0950,950,Madurai,Usilampatti,Sadachipatti Va,2026-01-30,2026-05-06,Closed,10.021756,77.963692,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0951,951,Madurai,Usilampatti,Sadaiyandi Kovil Va,2026-02-23,2026-03-28,Closed,9.970190,77.876398,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0952,952,Madurai,Usilampatti,Sakilinkulam Va,2026-01-24,2026-03-07,Closed,9.966543,77.879520,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0953,953,Madurai,Usilampatti,Sakkaraipatti Va,2026-02-21,2026-04-09,Closed,9.922273,77.877603,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0954,954,Madurai,Usilampatti,Sekkankovilpatti Va,2026-04-06,2026-05-13,Closed,10.017610,77.896490,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0955,955,Madurai,Usilampatti,Sinthupatti Va,2026-01-28,2026-03-29,Closed,9.903439,77.867843,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0956,956,Madurai,Usilampatti,Thidiyan 1 Va,2026-06-26,,Open,9.922076,77.877536,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0957,957,Madurai,Usilampatti,Thidiyan Va,2026-01-23,,Open,9.922076,77.877536,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0958,958,Madurai,Usilampatti,Udankattupatti Va,2026-01-29,2026-03-26,Closed,9.990804,77.905534,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0959,959,Madurai,Usilampatti,Utchappatti Va,2026-02-11,2026-03-30,Closed,9.954543,78.106163,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0960,960,Madurai,Usilampatti,Uthappanyakkanur Va,2026-02-11,2026-03-29,Closed,10.022660,77.796075,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0961,961,Madurai,Usilampatti,Vadukapatti Va,2026-06-30,,Open,9.979978,77.903645,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0962,962,Madurai,Usilampatti,Vagurani Va,2026-01-28,2026-07-08,Closed,9.911803,77.811988,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0963,963,Madurai,Usilampatti,Valangakulam Va,2026-01-29,2026-03-27,Closed,9.927764,77.890845,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0964,964,Madurai,Usilampatti,Valanthur Va,2026-01-23,,Open,9.949242,77.888429,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0965,965,Madurai,Usilampatti,Veppanuthu Va,2026-01-28,2026-03-27,Closed,9.904141,77.836850,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0966,966,Madurai,Usilampatti,Vikkiramangalam Va,2025-11-05,,Open,10.003023,77.927691,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0967,967,Madurai,Usilampatti,Vinnakudi Va,2026-02-09,,Open,10.052965,77.907256,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0968,968,Madurai,Vadipatti,Alagapuri Va,2025-10-28,2025-12-01,Closed,10.066943,78.058100,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0969,969,Madurai,Vadipatti,Amatchiyapuram Va,2025-10-29,2026-05-23,Closed,10.069302,77.920049,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0970,970,Madurai,Vadipatti,Ayan Kuruvithurai Va,2025-11-06,2025-11-22,Closed,10.057314,77.906819,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0971,971,Madurai,Vadipatti,Ayan Thenkarai Va,2025-09-16,,Open,10.090481,77.939722,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0972,972,Madurai,Vadipatti,Ayyangkottai Va,2026-03-24,2026-04-30,Closed,10.029703,78.013116,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0973,973,Madurai,Vadipatti,Balakrishnapuram Va,2025-10-31,2026-05-07,Closed,10.060386,77.934665,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0974,974,Madurai,Vadipatti,Bodinayakanpatti 1 Va,2026-05-09,2026-05-18,Closed,10.082311,77.960009,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0975,975,Madurai,Vadipatti,Bodinayakanpatti Va,2025-10-22,2026-05-16,Closed,10.082311,77.960009,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0976,976,Madurai,Vadipatti,C Puthur Va,2026-03-09,2026-05-15,Closed,10.021752,78.020073,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0977,977,Madurai,Vadipatti,Chinna Illanthakulam Va,2025-10-30,,Open,10.054800,78.057800,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0978,978,Madurai,Vadipatti,Irumbadi Va,2025-10-29,2026-05-15,Closed,10.045854,77.935984,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0979,979,Madurai,Vadipatti,Kallanai Va,2025-11-03,2026-05-14,Closed,10.039229,78.084987,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0980,980,Madurai,Vadipatti,Kalvelipatti Va,2025-10-27,2026-05-08,Closed,10.023830,78.223520,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0981,981,Madurai,Vadipatti,Karupatti Va,2025-10-27,2026-05-19,Closed,10.066000,77.929729,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0982,982,Madurai,Vadipatti,Kattakulam 1Va,2025-11-24,2025-12-03,Closed,9.932376,78.131763,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0983,983,Madurai,Vadipatti,Kattakulam Va,2025-10-22,2026-05-20,Closed,10.021600,77.986600,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0984,984,Madurai,Vadipatti,Kovil Kuruvithurai Va,2026-03-02,2026-05-14,Closed,10.047121,77.910978,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0985,985,Madurai,Vadipatti,Kumaram Va,2025-10-29,2026-05-10,Closed,10.008367,78.098462,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0986,986,Madurai,Vadipatti,Mannadimangalam Va,2025-11-06,2026-05-15,Closed,10.036559,77.933034,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0987,987,Madurai,Vadipatti,Mettuneerathen Va,2026-04-06,2026-05-08,Closed,10.052986,77.972652,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0988,988,Madurai,Vadipatti,Mullipallam Va,2025-10-27,2026-05-22,Closed,10.028989,77.945450,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0989,989,Madurai,Vadipatti,Nedunkulam Va,2026-03-23,2026-05-14,Closed,10.021756,77.963692,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0990,990,Madurai,Vadipatti,Neerathan Va,2025-10-28,2026-05-09,Closed,10.070870,77.963773,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0991,991,Madurai,Vadipatti,Pannaikudi Va,2025-10-31,2026-05-18,Closed,10.023519,78.120709,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0992,992,Madurai,Vadipatti,Periyaillanthakulam Va,2025-11-01,2026-05-12,Closed,10.067999,78.049861,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0993,993,Madurai,Vadipatti,Pombanpatti Va,2025-10-29,2026-05-16,Closed,10.076551,77.926197,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0994,994,Madurai,Vadipatti,Sholavandan Va,2025-10-31,2026-05-18,Closed,10.043584,77.978694,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0995,995,Madurai,Vadipatti,Sithalankudi Va,2026-04-22,2026-05-21,Closed,10.013224,78.025711,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0996,996,Madurai,Vadipatti,T Andipatti Va,2025-10-25,2025-11-28,Closed,10.058920,77.989032,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
TNCSC-KMS2025-26-0997,997,Madurai,Vadipatti,Thandalai Va,2025-10-30,2026-05-05,Closed,10.018615,78.101100,KMS 2025-26 as on 12-07-2026,Tamil Nadu Civil Supplies Corporation
